Name,Cellphone Number,Company Email,Site,Youtube Link,Territory Covered,Lines of Business,Manufacturers Represented,Address Line 1,Address Line 2,Locality,Administrative Area,Postal Code,Country,Contact name,Description,Industries Served,Type of Equipment,Sales After Service,Fax,Primary Email Contact,Primary Number Contact
Almapal Colombia,+57 (1) 691-1092,servicioalcliente@almapal.com.co,https://www.almapal.com.co,,Colombia,Packaging Equipment,"Glatt, ACG Worldwide, Gehaka, Watson Marlow, Charles Ischi AG, Grupo Tecnor, Sepha, Weisstechnik,Filtra, Diab, VMI, Bausch+Srobel, DeVILBISS",Calle 86a #22-40,,Bogota,DC,,Colombia,"Martha Lucia Beltran Caballero, General Manager","Almapal es una empresa familiar fundada en São Paulo en 1982 por el matrimonio de argentinos Antonio y Mónica Palacios.Nació como una empresa que ofrecía soporte técnico y comercial para el uso de polímeros a base de ácido metacrilato, utilizado en film coating, que entonces era un proceso nuevo. El Sr. Palacios desarrolló formulaciones con el sistema de polímeros acrílicos Eudragit en 20 países de Latinoamérica, España y Portugal hace más de 20 años.Por lo tanto, el deseo de traer soluciones más completas a los clientes hizo que el Sr. Palacios y su hijo, Alejo Palacios, también farmacéutico, buscasen representaciones de equipos para la industria farmacéutica brasileña. En 1991, la asociación con la empresa alemana Glatt GmbH, referencia absoluta en el mercado farmacéutico en equipos para fabricación de sólidos orales, mostró al mercado que Almapal estaba decidida a ofrecer alta tecnología y las mejores soluciones a sus clientes.",Pharmaceutical/medical,"Pumps, Blister Machines, Liquid Filling, And Raw Materials For Pharmacutical Industry",No,+57 (1) 691-1092,,
almarq inc,+81 (6) 6369-2711,info@almarq.co.jp,https://www.almarq.co.jp,https://www.youtube.com/channel/UCQJ25DzH5TJxJwAmznyegeQ,Japan,Packaging Equipment,"Rea Jet, Matthews, Lynx, Uplink, LearJet,",19-19 Enoki-cho,,Suita,Osaka,564-0053,Japan,"Katsuya Tanaka, President and CEO","In the field of coding packaging containers, etc., such as expiration date, expiration date, and date of manufacture, we have played a role in delivering safety and trust to consumers.In addition, in the field of marking on product surfaces, which are required from the viewpoints of traceability, process control, and quality control, we propose high value-added marking systems to meet the needs of our customers.","Pharmaceutical/medical, Fruit/vegetable, Press (non-editorial), Fresh, Petroleum","Ink Jet Printing (cij/dod), Marking Equipment",Yes,+81 (6) 6369-1298,k-tanaka@unioncorp.co.jp,
"Almik, Sa De Cv",+52 (81) 4444-7250,info@almik.com.mx,http://www.almik.com.mx,https://www.youtube.com/channel/UCt5mnvlk6S1WTfHnn1_9jXg,Mexico,Packaging EquipmentPackaging Materials,"Cousins Packaging, Smi Pack, Paragon Films, Intertape,Cryovac, Signode, Start, Glue Dits, Polychem, Janel, adm, Main Tape, Sealed Air, Poly Rafia, Label Moto, Pilot, IPG.",Camino Rio La Silla 2800-4,Los Lermas,Guadalupe,N.L.,67190,Mexico,"Alfonso Aldape, VP Sales",We provide packaging solutions to companies to ensure that their merchandise arrives on time and in good condition to its final customer. Our commitment is to exceed our customers' expectations through continuous improvement.,"Bakery/snack, Confection/candy, Furniture/fixtures","Packaging Machinery & Related Supplies/service/stretch Film, Stretch Wrapping Machines, Protective Foilpacking List Envelopes, Speciality Tapes",Yes,,aam@almik.com.mx,
Alpa Gmbh,+49 (5033 )963-5959,patscheider@al-pa.de,https://www.al-pa.de/,,Germany,Packaging Equipment,"Multipond, Thürlings, VELTEKO",Lütjen Deile 71a,,Wunstorf,,31515,Germany,Melles Mara,"ALPA has been selling packaging solutions from leading packaging machine manufacturers for the food industry in northern Germany since 1990. Whether unusual folding carton, flat or stand-up pouches or weighing technology. ALPA, in conjunction with its suppliers, provides tailor-made solutions for the filling and packaging of each product.","Packaging - foods, Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/service",packaging and filling machinery,No,,,
Alsoma International,+52 (33) 3603-5070,marketing@alsoma.com.mx,http://www.alsoma.com.mx,,Mexico,Packaging EquipmentPackaging Materials,Industrias Plasticas Internacionales IPISA,Monte Alban 2830,Col La Federacha,Guadalajara,Jal.,44300,Mexico,"Sergio Plantillas, Sales Manager","Manufacture, marketing and distribution of plastics for pharmaceutical, food and industrial packaging, such as: PVC (rigid, semi-rigid and flexible), PVDC, FOIL/Aluminum (FDA certified). PET, PET GAG, PET Food Grade, Polystyrene and Polyethylene.",Food,"Films, Containers, Foil/aluminum, Pet Food/Pet Care",Yes,+52 (33) 3603-5082,marketing@alsoma.com.mx,
"Alta Tecnologia En Envasado, S.A. De C.V. (Altatech)",+52 (55) 5587-1247,ventas@altatech.mx,http://www.altatech.mx,,Mexico,Packaging EquipmentPackaging Materials,"Esp, Taylor Products, Hst, Alt, Newlong, Fischbein, Kr","Carlos Arruza 39,","San Lorenzo Tlaltenango, Delegacion Miguel Hidalgo",Ciudad de Mexico,CDMX,11210,Mexico,Jose Camara Rodriguez,"Alta Tecnología en Envasado, S.A. de C.V. is a company established since 1993, so our experience and quality has led us to be a leading company in the market. We are dedicated to the design, manufacture, import and service of equipment for the packaging of dry bulk products such as chemicals, grains, balanced food, flours, powders, fertilizers, etc. We also have equipment in leading brands for the closing of bags, either by sewing, sealing or gluing.",,"Bag Filling, Scales, Bag Closing Equipments",Yes,,jcamara@altatech.mx,
Alte-Rego Corporation,+416 740-3397,mail@alte-rego.com,http://www.alte-rego.com/,,Canada,,Own brands,36 Tidemore Ave.,,Toronto,ON,M9W 5H4,Canada,"Devin Sidhu, President and CEO","Founded in the year 1988, our expertise spans for over 30 years in this industry. We are FSSC 22000 and GFSI certified and our products extend to a wide variety of packaging solutions. We cater to wide variety of sectors including industrial, retail, Sanitation, Food processing, Construction, Automotive, etc. We have a total of two manufacturing units with eight in-house color printing facilities.","Agricultural, Lawn and Garden, Automotive,  Construction,  Food & Beverage, Medical",,Yes,+416 741-9991,devins@alte-rego.com,
"Altech Co., Ltd. (Holding Company)",+81 (776) 68-1170,information@altech.co.jp,https://www.altech.co.jp/en/,,Japan,Packaging Equipment,"Pactiv (slide Rite), Kapak Corporation (smart Spout), Fischer & Krecke Gmbh, Valmet Rotomec S.p.a.",Irifune2-1-1 Sumitomo Irifune Bldg 2f,,Chuo-ku,Tokyo,104-0042,Japan,"Yamane Kiyoaki, Managing Director","Altech is a trading company specializing in the import and sale of printing and packaging machinery, which was founded in 1976. In recent years, the business environment has undergone rapid changes, and globalization of management is progressing at an accelerating pace. In this business environment, we will mobilize all the commercial rights and knowledge about industries and products that we possess to enable optimum solution design in response to customer needs so that we can assist customers with problem solving.","Pharmaceutical/medical, Fresh, Grain/mill/cereal, Packaging Machinery & Related","Printing Machines, Packaging Machines, Pharmaceutical Machine, Paper Machinery",No,+81 (776) 68-1180,,
AMCO Packaging Technology and Consulting Ltd.,+36 (1 ) 204-4368,amco@amcokft.com,https://amcokft.com/,,Hungary,Packaging EquipmentPackaging Materials,"SmiPack SRL; Siat SRL; Filma SRL; Cyklop; Valko SRL; Shrinkfast; Extend Taiwan, Strapack; Urmak; Kallfass, Llfass; AVC Holland; Strojplast; ATS Switzerland, Witzerland; Comipak SRL, Tawi; Henkelmangenesi SRL, Mercier Taiwan; CHIE MEI Taiwan; Joke, NSA - China; Leisto , Plastc Band Material:ITP - Italy; MESSERSI Italy; ROTAPACK - Hungary; JIUTANG - China; Propack Filma - Turkey; RONZULLI - Italy; Plastic Band- Spain; CYKLOP Germany; ATS - Switzerland; LINDER -Germany; Dr. Shrink - USA; Senin - Romania; Skropack - Poland",Budafoki út 111-113.,Térkép,Budapest,,1117,Hungary,"Kálmán Magyar, Director","AMCO is one of Hungary's leading distributors of packaging equipments and supplies in 16 technologies. It offers packaging machines, systems, and materials. AMCO's services include: 0-24 webshop; free packaging technology advice, free trial packaging; wrapping process using the machine of the customer at own premises; packing system rental; selling used and refurbished packaging machines, service center, home delivery etc.","Poultry and eggs, water bottles, food; health care",,Yes,+36 (1) 204-4367,magyark@amcokft.com,
AMECSA,+506 2231-0202,amecsa@amecsa.cr,http://www.amecsa.cr,,Costa RicaDominican RepublicEl SalvadorGuatemalaHondurasPanamaPuerto Rico,Packaging EquipmentPackaging MaterialsSystems IntegratorProcessing EquipmentAutomation Equipment & Components,"Boix, Wulftec, Reisopack, Matec, Plaspack, Signode, Sorma Group, Nordson, CIU,",AMECSA,500 mts Oeste de la fabrica Jacks,San Jose,"Contiguo a Transclima Av 11, Zona Industrial",,Costa Rica,Carlos Rojas,RE-SELLER OF PACKAGING EQUIPMENT AND SUPPLIES.AFTER SALE SERVICE AND WORKSHOP.MORE THAN 30 YEARS OF EXPERIENCE IN PACKAGING EQUIPMENT.,"Paper/printing, Bakery/snack, Confection/candy, Fruit/vegetable, Meat/poultry/seafood, Crafts, Press (non-editorial), Fresh, Soap/household Chemical, Grain/mill/cereal, Furniture/fixtures, Packaging Machinery & Related Supplies/service",Processing Filling Packaging Machinery,Yes,+506 8855-9160,crojas@amecsa.cr,
Amfora Packaging (Former Intecplast S.A.S.),+57 (1)779-9030,jarango@amforapackaging.com,https://www.amforapackaging.com,,"ArgentinaBrazilColombiaEcuadorMexicoPeruUnited States: Florida, Tennessee",Packaging Materials,AMFORA PACKAGING,Calle 59 # 3-54,Zona Industrial Cazucá,Soacha,CUN,250055,Colombia,"José Alejandro Arango Mejía, President","We specialize in the design, development, and production of plastic containers and caps for the fragrance, cosmetic, personal care, health care, and food industries among others.We are a Latin American group with production facilities in Colombia and Peru, thus positioning us as a regional provider with multiple factory locations.Our Processes are diverse and include injection molding, injection stretch blow molding, blow molding, extrusion blow molding, coextrusion blow molding and preform injection molding. We decorate our products through processes such as high vacum metalizing, painting, silk screening printing, laser, digital printing, pad printing, adhesive and thermo shrinkable labeling.","Industrial, Aseo, Cuidado Personal",Manufacturer of caps and lids,Yes,+57 (1)779-9032,jarango@amforapackaging.com,+57 (315) 291-2629
Ancapack S. De R.L. De C.V.,+52 (55) 5565-9767,ancapack@ancapack.com,http://www.ancapack.com.mx/,,Mexico,Packaging Equipment,"Serac Inc., Columbia Machine Inc., Columbia Okura",Circuito Educadores 26,Ciudad Satelite,Naucalpan,Méx.,53489,Mexico,Alejandra Andrade,"Ancapack is formed by a group of specialists in Integrated Packaging Automation Solutions for the Mexican Industry. With more than 25 years of experience, serving the Mexican Industry.We supply equipment from companies such as SERAC and COLUMBIA to customers from different industries (food, beverages, dairy, chemicals, agrochemicals, etc) and we also channel their requirements for spare parts and technical service.",Petroleum,"Packaging Machinery & Related Supplies/service---filling Machines, Labeling Machinery, Palletizer & Robots, Case / Tray Packers, Upstackers, Turking Systems.",Yes,,aandrade@ancapack.com,
"Anditec, S.A.S",+57 (311) 531-4288,anditecgeneral@anditec.com.co,http://www.anditec.com.co/,,Colombia,Packaging EquipmentProcessing Equipment,"Autobake Executive, Extrufood, GEA, Hebenstreit, Holac, Kompo, Masdac, Serpentine, Sveba Dahlen, TFT, TANIS,",Cra. 7 # 70a-21 Ofi. 1201,,Bogota,DC,,Colombia,"Jan Öhrvall, Owner","Anditec was founded in 1974 by international businessmen living in Colombia to serve the industrial segments that have been a model for the development of top quality products in the Colombian market and for export. We have marked the leadership in the country as a Trading Company of Industrial Machinery for Processing and Packaging of Food Products. We represent recognized firms, manufacturers of the highest and most advanced technology and quality equipment in the world. The permanent attention and after-sales support to satisfy the needs of productive continuity of the supplied machines, constitute the commitment of our company with the national industry.","Bakery/snack, Confection/candy, Fruit/vegetable, Fresh, Grain/mill/cereal, Packaging Machinery & Related Supplies/service, Processing Machinery & Related Supplies/servic",Food Processing And Packaging Machinery,No,+57 (321) 4707693,,
Aneko S.A.,+54 (11) 4342-7780,info@aneko.com.ar,http://www.aneko.com.ar,,ArgentinaMexicoUnited StatesUruguay,Packaging Equipment,Aneko own brands,Florida 15 piso 11,,Buenos Aires,Buenos Aires,1005,Argentina,"Agustin Romeo, General Manager","We are a leading engineering company focused on innovation, process lines and equipment design. For more than 27 years now, we have delivered high technology machinery for two key industries: Dairy Products and Beverages.We design every piece of equipment moved by our quest for delivering the highest quality standards in the industry.From component selection to process design and assembly, we deliver a complete service, technical support and state-of-the-art equipment.",Processing Machinery & Related Supplies/services,"VFFS, Flowpack HFFS,Pouch FFS",Yes,,aromeo@aneko.com.ar,
Antalis Hungary Ltd.,+36 56414-666; (1) 456 06 66,antalis@antalis.hu,https://www.antalis.hu/business/home.htm,,Hungary,Packaging EquipmentPackaging Materials,Masterline - for packaging. For other business lines: Claro; Coala; Cocoon; Color Copy; Conqueror; Curious Collection; Cyclus; Imagine; Keaykolour; Olin; Pop'Set; Rives; Novatech,Királyhágó tér 8-9.,"Újszászi út 5, Szolnok, Jász-Nagykun-Szolnok county, 5000, Hungary",Budapest,,1126,Hungary,"Tünde Szalóki, Sector Manager - Packaging Division","Antalis is specialized in four business lines of which packaging is a priority area (besides printing papersviual communication materials for digital printing companies and office supplies). It is one of Europe's important distributors in the following areas: wrapping paper, cartons, padding and space filling materials, boxes, adhesive tapes, packaging materials, foils, strapping materials and bags.",,"Strapping, filling and cushioning",Yes,+36 56/340-707,tunde.szaloki@antalis.com,
APQ Comercial Apoquindo,+56 (2) 2373-7952,sergio@apq.cl,http://www.apq.cl,,Chile,Packaging Materials,Own Brands,Isidora Goyenechea 3162 Piso 12,Las Condes,Santiago,Región Metropolitana,,Chile,Sergio Goni,"We are a company dedicated to import and commercialize products for fruit and food packaging: plastic and wooden boxes for fruit export, boxes for fruit harvesting, plastic boxes for food distribution and plastic pallets, made of 100% virgin high density polyethylene, for distribution and storage of food products, polypropylene plastic bags, low density polyethylene bags, both custom-made and generic.","Fresh, Fruit/vegetable","My Company Imports, Sell And Distribute Plastic Products For: Food Industry, Produce Industry, And Others... We Work With The Major Customers In The Industry And Have Been In The Business For Many Years.Packaging Containers (bottles, Bags, Pouches, Trays, Cartons, Preforms Etc.)",Yes,+56 (9) 9238-4765,sergio@apq.cl,
Archem Ltd,+972 (9) 950-5449,archem@archem.co.il,http://www.archem.co.il,,Israel,Packaging EquipmentPackaging Materials,List of companies are not available,Medinat Hayehudim 103,,Herzliya,,4610302,Israel,"Ran Roet, President","Since our inception in 1967, Archem has been recognized as Israel’s premier agency, supplying domestic customers with a wide range of products and services including packaging and packaging elements, raw materials and ingredients, packaging and processing machinery.Our founding philosophy is based on supplying quality products, innovative solutions, and maintaining long-term relations.",,"Supplying Quality Products And Innovative Solutions For Israel’s Packaging, Packaging Machinery, And Raw Material/ Ingredient Sectors.",Yes,+972 (9) 950-5465,,
